fra;sg;cage_scol;cl_age18;pop;P;T;Ti;Tp;Td
FR;2021-11-15-2021-11-21;[15-18);17;2480444,00;3520,00;114732,00;141,91;3,07;4625,46
FR;2021-11-16-2021-11-22;[15-18);17;2480444,00;3936,00;120727,00;158,68;3,26;4867,15
FR;2021-11-17-2021-11-23;[15-18);17;2480444,00;4272,00;127115,00;172,23;3,36;5124,69
FR;2021-11-18-2021-11-24;[15-18);17;2480444,00;4669,00;133599,00;188,23;3,49;5386,09
FR;2021-11-19-2021-11-25;[15-18);17;2480444,00;5113,00;141940,00;206,13;3,60;5722,36
FR;2021-11-20-2021-11-26;[15-18);17;2480444,00;5541,00;147213,00;223,39;3,76;5934,95
FR;2021-11-21-2021-11-27;[15-18);17;2480444,00;5851,00;150310,00;235,89;3,89;6059,80
FR;2021-11-22-2021-11-28;[15-18);17;2480444,00;5954,00;151310,00;240,04;3,93;6100,12
FR;2021-11-23-2021-11-29;[15-18);17;2480444,00;6648,00;158730,00;268,02;4,19;6399,26
FR;2021-11-24-2021-11-30;[15-18);17;2480444,00;7274,00;167551,00;293,25;4,34;6754,88
FR;2021-11-25-2021-12-01;[15-18);17;2480444,00;7842,00;174867,00;316,15;4,48;7049,83
FR;2021-11-26-2021-12-02;[15-18);17;2480444,00;8320,00;181578,00;335,42;4,58;7320,38
FR;2021-11-27-2021-12-03;[15-18);17;2480444,00;8904,00;186798,00;358,97;4,77;7530,83
FR;2021-11-28-2021-12-04;[15-18);17;2480444,00;9365,00;195594,00;377,55;4,79;7885,44
FR;2021-11-29-2021-12-05;[15-18);17;2480444,00;9431,00;197479,00;380,21;4,78;7961,44
FR;2021-11-30-2021-12-06;[15-18);17;2480444,00;10078,00;206746,00;406,30;4,87;8335,04
FR;2021-12-01-2021-12-07;[15-18);17;2480444,00;10519,00;214936,00;424,08;4,89;8665,22
FR;2021-12-02-2021-12-08;[15-18);17;2480444,00;11024,00;220840,00;444,44;4,99;8903,25
FR;2021-12-03-2021-12-09;[15-18);17;2480444,00;11359,00;226747,00;457,94;5,01;9141,39
FR;2021-12-04-2021-12-10;[15-18);17;2480444,00;11589,00;229160,00;467,21;5,06;9238,67
FR;2021-12-05-2021-12-11;[15-18);17;2480444,00;11703,00;230878,00;471,81;5,07;9307,93
FR;2021-12-06-2021-12-12;[15-18);17;2480444,00;11723,00;231623,00;472,62;5,06;9337,97
FR;2021-12-07-2021-12-13;[15-18);17;2480444,00;12071,00;235520,00;486,65;5,13;9495,07
FR;2021-12-08-2021-12-14;[15-18);17;2480444,00;12267,00;239368,00;494,55;5,12;9650,21
FR;2021-12-09-2021-12-15;[15-18);17;2480444,00;12393,00;244310,00;499,63;5,07;9849,45
FR;2021-12-10-2021-12-16;[15-18);17;2480444,00;12628,00;248968,00;509,10;5,07;10037,24
FR;2021-12-11-2021-12-17;[15-18);17;2480444,00;12931,00;256537,00;521,32;5,04;10342,38
FR;2021-12-12-2021-12-18;[15-18);17;2480444,00;13183,00;265048,00;531,48;4,97;10685,51
FR;2021-12-13-2021-12-19;[15-18);17;2480444,00;13262,00;267678,00;534,66;4,95;10791,54
FR;2021-12-14-2021-12-20;[15-18);17;2480444,00;13579,00;265273,00;547,44;5,12;10694,58
FR;2021-12-15-2021-12-21;[15-18);17;2480444,00;14404,00;262968,00;580,70;5,48;10601,65
FR;2021-12-16-2021-12-22;[15-18);17;2480444,00;15594,00;261902,00;628,68;5,95;10558,67
FR;2021-12-17-2021-12-23;[15-18);17;2480444,00;17469,00;272793,00;704,27;6,40;10997,75
FR;2021-12-18-2021-12-24;[15-18);17;2480444,00;19241,00;272431,00;775,71;7,06;10983,15
FR;2021-12-19-2021-12-25;[15-18);17;2480444,00;18319,00;238931,00;738,54;7,67;9632,59
FR;2021-12-20-2021-12-26;[15-18);17;2480444,00;19192,00;239651,00;773,73;8,01;9661,62
FR;2021-12-21-2021-12-27;[15-18);17;2480444,00;25416,00;245271,00;1024,66;10,36;9888,19
FR;2021-12-22-2021-12-28;[15-18);17;2480444,00;31020,00;251956,00;1250,58;12,31;10157,70
FR;2021-12-23-2021-12-29;[15-18);17;2480444,00;36885,00;257039,00;1487,03;14,35;10362,62
FR;2021-12-24-2021-12-30;[15-18);17;2480444,00;43390,00;268803,00;1749,28;16,14;10836,89
FR;2021-12-25-2021-12-31;[15-18);17;2480444,00;49514,00;294110,00;1996,17;16,84;11857,15
FR;2021-12-26-2022-01-01;[15-18);17;2480444,00;50221,00;295158,00;2024,68;17,01;11899,40
FR;2021-12-27-2022-01-02;[15-18);17;2480444,00;52867,00;302840,00;2131,35;17,46;12209,10
FR;2021-12-28-2022-01-03;[15-18);17;2480444,00;70873,00;351590,00;2857,27;20,16;14174,48
FR;2021-12-29-2022-01-04;[15-18);17;2480444,00;86830,00;414692,00;3500,58;20,94;16718,46
FR;2021-12-30-2022-01-05;[15-18);17;2480444,00;99972,00;479747,00;4030,41;20,84;19341,17
FR;2021-12-31-2022-01-06;[15-18);17;2480444,00;109585,00;535245,00;4417,96;20,47;21578,60
FR;2022-01-01-2022-01-07;[15-18);17;2480444,00;119303,00;579663,00;4809,74;20,58;23369,32
FR;2022-01-02-2022-01-08;[15-18);17;2480444,00;133607,00;642607,00;5386,42;20,79;25906,93
FR;2022-01-03-2022-01-09;[15-18);17;2480444,00;134990,00;646801,00;5442,17;20,87;26076,02
FR;2022-01-04-2022-01-10;[15-18);17;2480444,00;140387,00;678366,00;5659,75;20,69;27348,57
FR;2022-01-05-2022-01-11;[15-18);17;2480444,00;140890,00;685225,00;5680,03;20,56;27625,09
FR;2022-01-06-2022-01-12;[15-18);17;2480444,00;142345,00;665257,00;5738,69;21,40;26820,08
FR;2022-01-07-2022-01-13;[15-18);17;2480444,00;142495,00;625992,00;5744,74;22,76;25237,10
FR;2022-01-08-2022-01-14;[15-18);17;2480444,00;144900,00;588069,00;5841,70;24,64;23708,21
FR;2022-01-09-2022-01-15;[15-18);17;2480444,00;147699,00;568171,00;5954,54;26,00;22906,02
FR;2022-01-10-2022-01-16;[15-18);17;2480444,00;148922,00;563689,00;6003,84;26,42;22725,33
FR;2022-01-11-2022-01-17;[15-18);17;2480444,00;155351,00;524662,00;6263,03;29,61;21151,94
FR;2022-01-12-2022-01-18;[15-18);17;2480444,00;160539,00;502698,00;6472,19;31,94;20266,45
FR;2022-01-13-2022-01-19;[15-18);17;2480444,00;166795,00;493375,00;6724,40;33,81;19890,59
FR;2022-01-14-2022-01-20;[15-18);17;2480444,00;172454,00;488742,00;6952,55;35,29;19703,81
FR;2022-01-15-2022-01-21;[15-18);17;2480444,00;177069,00;482304,00;7138,60;36,71;19444,26
FR;2022-01-16-2022-01-22;[15-18);17;2480444,00;180089,00;479504,00;7260,35;37,56;19331,38
FR;2022-01-17-2022-01-23;[15-18);17;2480444,00;180501,00;477345,00;7276,96;37,81;19244,34
FR;2022-01-18-2022-01-24;[15-18);17;2480444,00;183697,00;467893,00;7405,81;39,26;18863,28
FR;2022-01-19-2022-01-25;[15-18);17;2480444,00;183297,00;458034,00;7389,69;40,02;18465,81
FR;2022-01-20-2022-01-26;[15-18);17;2480444,00;180675,00;442912,00;7283,98;40,79;17856,16
FR;2022-01-21-2022-01-27;[15-18);17;2480444,00;176685,00;427431,00;7123,12;41,34;17232,04
FR;2022-01-22-2022-01-28;[15-18);17;2480444,00;171278,00;409111,00;6905,13;41,87;16493,46
FR;2022-01-23-2022-01-29;[15-18);17;2480444,00;166256,00;393009,00;6702,67;42,30;15844,30
FR;2022-01-24-2022-01-30;[15-18);17;2480444,00;164345,00;387979,00;6625,63;42,36;15641,51
FR;2022-01-25-2022-01-31;[15-18);17;2480444,00;152954,00;360867,00;6166,40;42,39;14548,48
FR;2022-01-26-2022-02-01;[15-18);17;2480444,00;142604,00;339317,00;5749,13;42,03;13679,69
FR;2022-01-27-2022-02-02;[15-18);17;2480444,00;132316,00;315683,00;5334,37;41,91;12726,88
FR;2022-01-28-2022-02-03;[15-18);17;2480444,00;123206,00;295204,00;4967,09;41,74;11901,26
FR;2022-01-29-2022-02-04;[15-18);17;2480444,00;113518,00;274538,00;4576,52;41,35;11068,10
FR;2022-01-30-2022-02-05;[15-18);17;2480444,00;105530,00;259559,00;4254,48;40,66;10464,21
FR;2022-01-31-2022-02-06;[15-18);17;2480444,00;102613,00;254133,00;4136,88;40,38;10245,46
FR;2022-02-01-2022-02-07;[15-18);17;2480444,00;84877,00;220557,00;3421,85;38,48;8891,84
FR;2022-02-02-2022-02-08;[15-18);17;2480444,00;73356,00;196589,00;2957,37;37,31;7925,56
FR;2022-02-03-2022-02-09;[15-18);17;2480444,00;63424,00;174545,00;2556,96;36,34;7036,84
FR;2022-02-04-2022-02-10;[15-18);17;2480444,00;56246,00;158086,00;2267,58;35,58;6373,29
FR;2022-02-05-2022-02-11;[15-18);17;2480444,00;49723,00;143202,00;2004,60;34,72;5773,24
FR;2022-02-06-2022-02-12;[15-18);17;2480444,00;45009,00;133470,00;1814,55;33,72;5380,89
FR;2022-02-07-2022-02-13;[15-18);17;2480444,00;43960,00;131227,00;1772,26;33,50;5290,46
FR;2022-02-08-2022-02-14;[15-18);17;2480444,00;36759,00;116602,00;1481,95;31,53;4700,85
FR;2022-02-09-2022-02-15;[15-18);17;2480444,00;32546,00;108270,00;1312,10;30,06;4364,94
FR;2022-02-10-2022-02-16;[15-18);17;2480444,00;28944,00;100655,00;1166,89;28,76;4057,94
FR;2022-02-11-2022-02-17;[15-18);17;2480444,00;26361,00;95000,00;1062,75;27,75;3829,96
FR;2022-02-12-2022-02-18;[15-18);17;2480444,00;24151,00;90342,00;973,66;26,73;3642,17
FR;2022-02-13-2022-02-19;[15-18);17;2480444,00;22574,00;86560,00;910,08;26,08;3489,70
FR;2022-02-14-2022-02-20;[15-18);17;2480444,00;22186,00;86103,00;894,44;25,77;3471,27
FR;2022-02-15-2022-02-21;[15-18);17;2480444,00;20148,00;82596,00;812,27;24,39;3329,89
FR;2022-02-16-2022-02-22;[15-18);17;2480444,00;18907,00;80525,00;762,24;23,48;3246,39
FR;2022-02-17-2022-02-23;[15-18);17;2480444,00;17839,00;78039,00;719,19;22,86;3146,17
FR;2022-02-18-2022-02-24;[15-18);17;2480444,00;16961,00;75405,00;683,79;22,49;3039,98
FR;2022-02-19-2022-02-25;[15-18);17;2480444,00;16018,00;71453,00;645,77;22,42;2880,65
FR;2022-02-20-2022-02-26;[15-18);17;2480444,00;15417,00;68237,00;621,54;22,59;2751,00
FR;2022-02-21-2022-02-27;[15-18);17;2480444,00;15206,00;67473,00;613,04;22,54;2720,20
FR;2022-02-22-2022-02-28;[15-18);17;2480444,00;14446,00;64693,00;582,40;22,33;2608,12
FR;2022-02-23-2022-03-01;[15-18);17;2480444,00;14053,00;62950,00;566,55;22,32;2537,85
FR;2022-02-24-2022-03-02;[15-18);17;2480444,00;13862,00;61427,00;558,85;22,57;2476,45
FR;2022-02-25-2022-03-03;[15-18);17;2480444,00;13863,00;60478,00;558,89;22,92;2438,19
FR;2022-02-26-2022-03-04;[15-18);17;2480444,00;13905,00;58553,00;560,59;23,75;2360,59
FR;2022-02-27-2022-03-05;[15-18);17;2480444,00;14201,00;57633,00;572,52;24,64;2323,50
FR;2022-02-28-2022-03-06;[15-18);17;2480444,00;14482,00;57570,00;583,85;25,16;2320,96
FR;2022-03-01-2022-03-07;[15-18);17;2480444,00;15356,00;58668,00;619,08;26,17;2365,22
FR;2022-03-02-2022-03-08;[15-18);17;2480444,00;16047,00;59906,00;646,94;26,79;2415,13
FR;2022-03-03-2022-03-09;[15-18);17;2480444,00;16745,00;61235,00;675,08;27,35;2468,71
FR;2022-03-04-2022-03-10;[15-18);17;2480444,00;17203,00;62104,00;693,55;27,70;2503,75
FR;2022-03-05-2022-03-11;[15-18);17;2480444,00;17781,00;62944,00;716,85;28,25;2537,61
FR;2022-03-06-2022-03-12;[15-18);17;2480444,00;18216,00;64495,00;734,38;28,24;2600,14
FR;2022-03-07-2022-03-13;[15-18);17;2480444,00;18126,00;64309,00;730,76;28,19;2592,64
FR;2022-03-08-2022-03-14;[15-18);17;2480444,00;19006,00;66512,00;766,23;28,58;2681,46
FR;2022-03-09-2022-03-15;[15-18);17;2480444,00;19656,00;68681,00;792,44;28,62;2768,90
FR;2022-03-10-2022-03-16;[15-18);17;2480444,00;20496,00;71896,00;826,30;28,51;2898,51
FR;2022-03-11-2022-03-17;[15-18);17;2480444,00;21505,00;75841,00;866,98;28,36;3057,56
FR;2022-03-12-2022-03-18;[15-18);17;2480444,00;23055,00;79401,00;929,47;29,04;3201,08
FR;2022-03-13-2022-03-19;[15-18);17;2480444,00;24295,00;80648,00;979,46;30,12;3251,35
FR;2022-03-14-2022-03-20;[15-18);17;2480444,00;24680,00;81654,00;994,98;30,23;3291,91
FR;2022-03-15-2022-03-21;[15-18);17;2480444,00;29046,00;93844,00;1171,00;30,95;3783,35
FR;2022-03-16-2022-03-22;[15-18);17;2480444,00;32219,00;102976,00;1298,92;31,29;4151,51
FR;2022-03-17-2022-03-23;[15-18);17;2480444,00;34899,00;110681,00;1406,97;31,53;4462,14
FR;2022-03-18-2022-03-24;[15-18);17;2480444,00;36961,00;116220,00;1490,10;31,80;4685,45
FR;2022-03-19-2022-03-25;[15-18);17;2480444,00;38645,00;121287,00;1557,99;31,86;4889,73
FR;2022-03-20-2022-03-26;[15-18);17;2480444,00;39792,00;124569,00;1604,23;31,94;5022,04
FR;2022-03-21-2022-03-27;[15-18);17;2480444,00;40061,00;125209,00;1615,07;32,00;5047,85
FR;2022-03-22-2022-03-28;[15-18);17;2480444,00;41334,00;129280,00;1666,40;31,97;5211,97
FR;2022-03-23-2022-03-29;[15-18);17;2480444,00;41938,00;133133,00;1690,75;31,50;5367,31
FR;2022-03-24-2022-03-30;[15-18);17;2480444,00;41856,00;134492,00;1687,44;31,12;5422,09
FR;2022-03-25-2022-03-31;[15-18);17;2480444,00;41493,00;134259,00;1672,81;30,91;5412,70
FR;2022-03-26-2022-04-01;[15-18);17;2480444,00;40397,00;131336,00;1628,62;30,76;5294,86
FR;2022-03-27-2022-04-02;[15-18);17;2480444,00;39410,00;129359,00;1588,83;30,47;5215,16
FR;2022-03-28-2022-04-03;[15-18);17;2480444,00;39061,00;128781,00;1574,76;30,33;5191,85
FR;2022-03-29-2022-04-04;[15-18);17;2480444,00;36568,00;122919,00;1474,25;29,75;4955,52
FR;2022-03-30-2022-04-05;[15-18);17;2480444,00;34928,00;118375,00;1408,14;29,51;4772,33
FR;2022-03-31-2022-04-06;[15-18);17;2480444,00;33822,00;115350,00;1363,55;29,32;4650,38
FR;2022-04-01-2022-04-07;[15-18);17;2480444,00;32825,00;113229,00;1323,35;28,99;4564,87
FR;2022-04-02-2022-04-08;[15-18);17;2480444,00;32160,00;112219,00;1296,54;28,66;4524,15
FR;2022-04-03-2022-04-09;[15-18);17;2480444,00;31487,00;111377,00;1269,41;28,27;4490,20
FR;2022-04-04-2022-04-10;[15-18);17;2480444,00;31191,00;111029,00;1257,48;28,09;4476,17
FR;2022-04-05-2022-04-11;[15-18);17;2480444,00;28476,00;105366,00;1148,02;27,03;4247,87
FR;2022-04-06-2022-04-12;[15-18);17;2480444,00;26551,00;100507,00;1070,41;26,42;4051,98
FR;2022-04-07-2022-04-13;[15-18);17;2480444,00;24535,00;94852,00;989,14;25,87;3823,99
FR;2022-04-08-2022-04-14;[15-18);17;2480444,00;23021,00;90043,00;928,10;25,57;3630,12
FR;2022-04-09-2022-04-15;[15-18);17;2480444,00;21352,00;86169,00;860,81;24,78;3473,93
FR;2022-04-10-2022-04-16;[15-18);17;2480444,00;20172,00;83399,00;813,24;24,19;3362,26
FR;2022-04-11-2022-04-17;[15-18);17;2480444,00;19925,00;82901,00;803,28;24,03;3342,18
FR;2022-04-12-2022-04-18;[15-18);17;2480444,00;15065,00;67604,00;607,35;22,28;2725,48
FR;2022-04-13-2022-04-19;[15-18);17;2480444,00;14727,00;66435,00;593,72;22,17;2678,35
FR;2022-04-14-2022-04-20;[15-18);17;2480444,00;13295,00;62202,00;535,99;21,37;2507,70
FR;2022-04-15-2022-04-21;[15-18);17;2480444,00;12124,00;59756,00;488,78;20,29;2409,08
FR;2022-04-16-2022-04-22;[15-18);17;2480444,00;11234,00;58021,00;452,90;19,36;2339,14
FR;2022-04-17-2022-04-23;[15-18);17;2480444,00;10513,00;56743,00;423,84;18,53;2287,61
FR;2022-04-18-2022-04-24;[15-18);17;2480444,00;10408,00;56586,00;419,60;18,39;2281,29
FR;2022-04-19-2022-04-25;[15-18);17;2480444,00;11894,00;63306,00;479,51;18,79;2552,20
FR;2022-04-20-2022-04-26;[15-18);17;2480444,00;9833,00;57661,00;396,42;17,05;2324,62
FR;2022-04-21-2022-04-27;[15-18);17;2480444,00;9062,00;54867,00;365,34;16,52;2211,98
FR;2022-04-22-2022-04-28;[15-18);17;2480444,00;8481,00;51669,00;341,91;16,41;2083,05
FR;2022-04-23-2022-04-29;[15-18);17;2480444,00;8009,00;47239,00;322,89;16,95;1904,46
FR;2022-04-24-2022-04-30;[15-18);17;2480444,00;7598,00;43315,00;306,32;17,54;1746,26
FR;2022-04-25-2022-05-01;[15-18);17;2480444,00;7481,00;42010,00;301,60;17,81;1693,65
FR;2022-04-26-2022-05-02;[15-18);17;2480444,00;7053,00;39161,00;284,34;18,01;1578,79
FR;2022-04-27-2022-05-03;[15-18);17;2480444,00;6841,00;37491,00;275,80;18,25;1511,46
FR;2022-04-28-2022-05-04;[15-18);17;2480444,00;6649,00;36060,00;268,06;18,44;1453,77
FR;2022-04-29-2022-05-05;[15-18);17;2480444,00;6407,00;34449,00;258,30;18,60;1388,82
FR;2022-04-30-2022-05-06;[15-18);17;2480444,00;6174,00;32486,00;248,91;19,01;1309,68
FR;2022-05-01-2022-05-07;[15-18);17;2480444,00;6039,00;30990,00;243,46;19,49;1249,37
FR;2022-05-02-2022-05-08;[15-18);17;2480444,00;6019,00;30752,00;242,66;19,57;1239,78
FR;2022-05-03-2022-05-09;[15-18);17;2480444,00;5830,00;29865,00;235,04;19,52;1204,02
FR;2022-05-04-2022-05-10;[15-18);17;2480444,00;5689,00;29475,00;229,35;19,30;1188,30
FR;2022-05-05-2022-05-11;[15-18);17;2480444,00;5466,00;28870,00;220,36;18,93;1163,90
FR;2022-05-06-2022-05-12;[15-18);17;2480444,00;5409,00;28471,00;218,07;19,00;1147,82
FR;2022-05-07-2022-05-13;[15-18);17;2480444,00;5358,00;28124,00;216,01;19,05;1133,83
FR;2022-05-08-2022-05-14;[15-18);17;2480444,00;5237,00;27892,00;211,13;18,78;1124,48
FR;2022-05-09-2022-05-15;[15-18);17;2480444,00;5216,00;27900,00;210,28;18,70;1124,80
FR;2022-05-10-2022-05-16;[15-18);17;2480444,00;4917,00;27756,00;198,23;17,72;1118,99
FR;2022-05-11-2022-05-17;[15-18);17;2480444,00;4712,00;27625,00;189,97;17,06;1113,71
FR;2022-05-12-2022-05-18;[15-18);17;2480444,00;4580,00;27512,00;184,64;16,65;1109,16
FR;2022-05-13-2022-05-19;[15-18);17;2480444,00;4406,00;27463,00;177,63;16,04;1107,18
FR;2022-05-14-2022-05-20;[15-18);17;2480444,00;4216,00;27239,00;169,97;15,48;1098,15
FR;2022-05-15-2022-05-21;[15-18);17;2480444,00;4062,00;27097,00;163,76;14,99;1092,43
FR;2022-05-16-2022-05-22;[15-18);17;2480444,00;4038,00;27085,00;162,79;14,91;1091,94
FR;2022-05-17-2022-05-23;[15-18);17;2480444,00;3755,00;26779,00;151,38;14,02;1079,61
FR;2022-05-18-2022-05-24;[15-18);17;2480444,00;3563,00;26623,00;143,64;13,38;1073,32
FR;2022-05-19-2022-05-25;[15-18);17;2480444,00;3361,00;25867,00;135,50;12,99;1042,84
FR;2022-05-20-2022-05-26;[15-18);17;2480444,00;2878,00;22926,00;116,03;12,55;924,27
FR;2022-05-21-2022-05-27;[15-18);17;2480444,00;2809,00;22159,00;113,25;12,68;893,35
FR;2022-05-22-2022-05-28;[15-18);17;2480444,00;2725,00;21341,00;109,86;12,77;860,37
FR;2022-05-23-2022-05-29;[15-18);17;2480444,00;2710,00;21216,00;109,25;12,77;855,33
FR;2022-05-24-2022-05-30;[15-18);17;2480444,00;2730,00;20850,00;110,06;13,09;840,58
FR;2022-05-25-2022-05-31;[15-18);17;2480444,00;2770,00;20723,00;111,67;13,37;835,46
FR;2022-05-26-2022-06-01;[15-18);17;2480444,00;2888,00;21163,00;116,43;13,65;853,19
FR;2022-05-27-2022-06-02;[15-18);17;2480444,00;3323,00;23901,00;133,97;13,90;963,58
FR;2022-05-28-2022-06-03;[15-18);17;2480444,00;3350,00;24388,00;135,06;13,74;983,21
FR;2022-05-29-2022-06-04;[15-18);17;2480444,00;3441,00;24730,00;138,73;13,91;997,00
FR;2022-05-30-2022-06-05;[15-18);17;2480444,00;3436,00;24745,00;138,52;13,89;997,60
FR;2022-05-31-2022-06-06;[15-18);17;2480444,00;2795,00;20856,00;112,68;13,40;840,82
FR;2022-06-01-2022-06-07;[15-18);17;2480444,00;3334,00;22297,00;134,41;14,95;898,91
FR;2022-06-02-2022-06-08;[15-18);17;2480444,00;3597,00;22976,00;145,01;15,66;926,29
FR;2022-06-03-2022-06-09;[15-18);17;2480444,00;3722,00;23611,00;150,05;15,76;951,89
FR;2022-06-04-2022-06-10;[15-18);17;2480444,00;3840,00;24384,00;154,81;15,75;983,05
FR;2022-06-05-2022-06-11;[15-18);17;2480444,00;3944,00;26029,00;159,00;15,15;1049,37
FR;2022-06-06-2022-06-12;[15-18);17;2480444,00;3983,00;26039,00;160,58;15,30;1049,77
FR;2022-06-07-2022-06-13;[15-18);17;2480444,00;4835,00;30073,00;194,92;16,08;1212,40
FR;2022-06-08-2022-06-14;[15-18);17;2480444,00;4594,00;29353,00;185,21;15,65;1183,38
FR;2022-06-09-2022-06-15;[15-18);17;2480444,00;4687,00;29542,00;188,96;15,87;1191,00
FR;2022-06-10-2022-06-16;[15-18);17;2480444,00;4826,00;29791,00;194,56;16,20;1201,03
FR;2022-06-11-2022-06-17;[15-18);17;2480444,00;5086,00;30283,00;205,04;16,79;1220,87
FR;2022-06-12-2022-06-18;[15-18);17;2480444,00;5181,00;29717,00;208,87;17,43;1198,05
FR;2022-06-13-2022-06-19;[15-18);17;2480444,00;5219,00;29793,00;210,41;17,52;1201,12
FR;2022-06-14-2022-06-20;[15-18);17;2480444,00;5592,00;31330,00;225,44;17,85;1263,08
FR;2022-06-15-2022-06-21;[15-18);17;2480444,00;5950,00;32672,00;239,88;18,21;1317,18
FR;2022-06-16-2022-06-22;[15-18);17;2480444,00;6311,00;34085,00;254,43;18,52;1374,15
FR;2022-06-17-2022-06-23;[15-18);17;2480444,00;6773,00;35799,00;273,06;18,92;1443,25
FR;2022-06-18-2022-06-24;[15-18);17;2480444,00;7160,00;37346,00;288,66;19,17;1505,62
FR;2022-06-19-2022-06-25;[15-18);17;2480444,00;7702,00;39180,00;310,51;19,66;1579,56
FR;2022-06-20-2022-06-26;[15-18);17;2480444,00;7766,00;39554,00;313,09;19,63;1594,63
FR;2022-06-21-2022-06-27;[15-18);17;2480444,00;8512,00;42133,00;343,16;20,20;1698,61
FR;2022-06-22-2022-06-28;[15-18);17;2480444,00;9196,00;44646,00;370,74;20,60;1799,92
FR;2022-06-23-2022-06-29;[15-18);17;2480444,00;10279,00;48217,00;414,40;21,32;1943,89
FR;2022-06-24-2022-06-30;[15-18);17;2480444,00;11013,00;51153,00;443,99;21,53;2062,25
FR;2022-06-25-2022-07-01;[15-18);17;2480444,00;11879,00;56559,00;478,91;21,00;2280,20
FR;2020-05-07-2020-05-13;[18-Inf);18;52679236,00;861,00;37185,00;1,63;2,32;70,59
FR;2020-05-08-2020-05-14;[18-Inf);18;52679236,00;1806,00;76729,00;3,43;2,35;145,65
FR;2020-05-09-2020-05-15;[18-Inf);18;52679236,00;2802,00;120820,00;5,32;2,32;229,35
FR;2020-05-10-2020-05-16;[18-Inf);18;52679236,00;3073,00;135718,00;5,83;2,26;257,63
FR;2020-05-11-2020-05-17;[18-Inf);18;52679236,00;3207,00;141416,00;6,09;2,27;268,45
FR;2020-05-12-2020-05-18;[18-Inf);18;52679236,00;4261,00;188369,00;8,09;2,26;357,58
FR;2020-05-13-2020-05-19;[18-Inf);18;52679236,00;5269,00;236595,00;10,00;2,23;449,12
FR;2020-05-14-2020-05-20;[18-Inf);18;52679236,00;5395,00;248076,00;10,24;2,17;470,92
FR;2020-05-15-2020-05-21;[18-Inf);18;52679236,00;4625,00;217684,00;8,78;2,12;413,23
FR;2020-05-16-2020-05-22;[18-Inf);18;52679236,00;4400,00;219844,00;8,35;2,00;417,33
FR;2020-05-17-2020-05-23;[18-Inf);18;52679236,00;4367,00;221870,00;8,29;1,97;421,17
FR;2020-05-18-2020-05-24;[18-Inf);18;52679236,00;4359,00;222264,00;8,27;1,96;421,92
FR;2020-05-19-2020-05-25;[18-Inf);18;52679236,00;3971,00;221573,00;7,54;1,79;420,61
FR;2020-05-20-2020-05-26;[18-Inf);18;52679236,00;3673,00;221894,00;6,97;1,66;421,22
FR;2020-05-21-2020-05-27;[18-Inf);18;52679236,00;3363,00;215444,00;6,38;1,56;408,97
FR;2020-05-22-2020-05-28;[18-Inf);18;52679236,00;3766,00;246585,00;7,15;1,53;468,09
FR;2020-05-23-2020-05-29;[18-Inf);18;52679236,00;3514,00;245251,00;6,67;1,43;465,56
FR;2020-05-24-2020-05-30;[18-Inf);18;52679236,00;3632,00;246371,00;6,89;1,47;467,68
FR;2020-05-25-2020-05-31;[18-Inf);18;52679236,00;3659,00;247388,00;6,95;1,48;469,61
FR;2020-05-26-2020-06-01;[18-Inf);18;52679236,00;3149,00;209544,00;5,98;1,50;397,77
FR;2020-05-27-2020-06-02;[18-Inf);18;52679236,00;3104,00;204837,00;5,89;1,52;388,84
FR;2020-05-28-2020-06-03;[18-Inf);18;52679236,00;3028,00;203190,00;5,75;1,49;385,71
FR;2020-05-29-2020-06-04;[18-Inf);18;52679236,00;3024,00;200437,00;5,74;1,51;380,49
FR;2020-05-30-2020-06-05;[18-Inf);18;52679236,00;3020,00;198009,00;5,73;1,53;375,88
FR;2020-05-31-2020-06-06;[18-Inf);18;52679236,00;2944,00;197694,00;5,59;1,49;375,28
FR;2020-06-01-2020-06-07;[18-Inf);18;52679236,00;2894,00;196952,00;5,49;1,47;373,87
FR;2020-06-02-2020-06-08;[18-Inf);18;52679236,00;3242,00;228587,00;6,15;1,42;433,92
FR;2020-06-03-2020-06-09;[18-Inf);18;52679236,00;3094,00;223650,00;5,87;1,38;424,55
FR;2020-06-04-2020-06-10;[18-Inf);18;52679236,00;3002,00;219978,00;5,70;1,36;417,58
FR;2020-06-05-2020-06-11;[18-Inf);18;52679236,00;2962,00;217583,00;5,62;1,36;413,03
FR;2020-06-06-2020-06-12;[18-Inf);18;52679236,00;2960,00;215576,00;5,62;1,37;409,22
FR;2020-06-07-2020-06-13;[18-Inf);18;52679236,00;2884,00;215203,00;5,47;1,34;408,52
FR;2020-06-08-2020-06-14;[18-Inf);18;52679236,00;2886,00;214431,00;5,48;1,35;407,05
FR;2020-06-09-2020-06-15;[18-Inf);18;52679236,00;2812,00;212744,00;5,34;1,32;403,85
FR;2020-06-10-2020-06-16;[18-Inf);18;52679236,00;2791,00;211899,00;5,30;1,32;402,24
FR;2020-06-11-2020-06-17;[18-Inf);18;52679236,00;2937,00;211329,00;5,58;1,39;401,16
FR;2020-06-12-2020-06-18;[18-Inf);18;52679236,00;2889,00;210503,00;5,48;1,37;399,59
FR;2020-06-13-2020-06-19;[18-Inf);18;52679236,00;2975,00;211681,00;5,65;1,41;401,83
