fra;sg;cage_scol;cl_age18;pop;P;T;Ti;Tp;Td
FR;2021-05-03-2021-05-09;[00-03);02;2153747,25;1134,00;13510,00;52,65;8,39;627,28
FR;2021-05-04-2021-05-10;[00-03);02;2153747,25;1150,00;13920,00;53,40;8,26;646,32
FR;2021-05-05-2021-05-11;[00-03);02;2153747,25;1136,00;14058,00;52,75;8,08;652,72
FR;2021-05-06-2021-05-12;[00-03);02;2153747,25;1131,00;14465,00;52,51;7,82;671,62
FR;2021-05-07-2021-05-13;[00-03);02;2153747,25;971,00;13049,00;45,08;7,44;605,87
FR;2021-05-08-2021-05-14;[00-03);02;2153747,25;971,00;12565,00;45,08;7,73;583,40
FR;2021-05-09-2021-05-15;[00-03);02;2153747,25;1017,00;13194,00;47,22;7,71;612,61
FR;2021-05-10-2021-05-16;[00-03);02;2153747,25;998,00;13202,00;46,34;7,56;612,98
FR;2021-05-11-2021-05-17;[00-03);02;2153747,25;900,00;12817,00;41,79;7,02;595,10
FR;2021-05-12-2021-05-18;[00-03);02;2153747,25;888,00;12829,00;41,23;6,92;595,66
FR;2021-05-13-2021-05-19;[00-03);02;2153747,25;860,00;12734,00;39,93;6,75;591,25
FR;2021-05-14-2021-05-20;[00-03);02;2153747,25;955,00;14437,00;44,34;6,61;670,32
FR;2021-05-15-2021-05-21;[00-03);02;2153747,25;875,00;14482,00;40,63;6,04;672,41
FR;2021-05-16-2021-05-22;[00-03);02;2153747,25;855,00;14528,00;39,70;5,89;674,55
FR;2021-05-17-2021-05-23;[00-03);02;2153747,25;842,00;14523,00;39,09;5,80;674,31
FR;2021-05-18-2021-05-24;[00-03);02;2153747,25;720,00;12691,00;33,43;5,67;589,25
FR;2021-05-19-2021-05-25;[00-03);02;2153747,25;717,00;12571,00;33,29;5,70;583,68
FR;2021-05-20-2021-05-26;[00-03);02;2153747,25;675,00;12431,00;31,34;5,43;577,18
FR;2021-05-21-2021-05-27;[00-03);02;2153747,25;644,00;12050,00;29,90;5,34;559,49
FR;2021-05-22-2021-05-28;[00-03);02;2153747,25;616,00;11896,00;28,60;5,18;552,34
FR;2021-05-23-2021-05-29;[00-03);02;2153747,25;603,00;11830,00;28,00;5,10;549,28
FR;2021-05-24-2021-05-30;[00-03);02;2153747,25;607,00;11798,00;28,18;5,14;547,79
FR;2021-05-25-2021-05-31;[00-03);02;2153747,25;670,00;13068,00;31,11;5,13;606,76
FR;2021-05-26-2021-06-01;[00-03);02;2153747,25;583,00;12486,00;27,07;4,67;579,73
FR;2021-05-27-2021-06-02;[00-03);02;2153747,25;551,00;12145,00;25,58;4,54;563,90
FR;2021-05-28-2021-06-03;[00-03);02;2153747,25;506,00;11936,00;23,49;4,24;554,20
FR;2021-05-29-2021-06-04;[00-03);02;2153747,25;465,00;11819,00;21,59;3,93;548,76
FR;2021-05-30-2021-06-05;[00-03);02;2153747,25;434,00;11657,00;20,15;3,72;541,24
FR;2021-05-31-2021-06-06;[00-03);02;2153747,25;419,00;11591,00;19,45;3,61;538,18
FR;2021-06-01-2021-06-07;[00-03);02;2153747,25;385,00;11384,00;17,88;3,38;528,57
FR;2021-06-02-2021-06-08;[00-03);02;2153747,25;359,00;11316,00;16,67;3,17;525,41
FR;2021-06-03-2021-06-09;[00-03);02;2153747,25;329,00;11120,00;15,28;2,96;516,31
FR;2021-06-04-2021-06-10;[00-03);02;2153747,25;292,00;10818,00;13,56;2,70;502,29
FR;2021-06-05-2021-06-11;[00-03);02;2153747,25;272,00;10487,00;12,63;2,59;486,92
FR;2021-06-06-2021-06-12;[00-03);02;2153747,25;258,00;10391,00;11,98;2,48;482,46
FR;2021-06-07-2021-06-13;[00-03);02;2153747,25;257,00;10362,00;11,93;2,48;481,11
FR;2021-06-08-2021-06-14;[00-03);02;2153747,25;242,00;10004,00;11,24;2,42;464,49
FR;2021-06-09-2021-06-15;[00-03);02;2153747,25;218,00;9563,00;10,12;2,28;444,02
FR;2021-06-10-2021-06-16;[00-03);02;2153747,25;207,00;9386,00;9,61;2,21;435,80
FR;2021-06-11-2021-06-17;[00-03);02;2153747,25;201,00;9338,00;9,33;2,15;433,57
FR;2021-06-12-2021-06-18;[00-03);02;2153747,25;178,00;9035,00;8,26;1,97;419,50
FR;2021-06-13-2021-06-19;[00-03);02;2153747,25;169,00;8994,00;7,85;1,88;417,60
FR;2021-06-14-2021-06-20;[00-03);02;2153747,25;164,00;9045,00;7,61;1,81;419,97
FR;2021-06-15-2021-06-21;[00-03);02;2153747,25;142,00;9048,00;6,59;1,57;420,11
FR;2021-06-16-2021-06-22;[00-03);02;2153747,25;130,00;9003,00;6,04;1,44;418,02
FR;2021-06-17-2021-06-23;[00-03);02;2153747,25;127,00;8873,00;5,90;1,43;411,98
FR;2021-06-18-2021-06-24;[00-03);02;2153747,25;127,00;8764,00;5,90;1,45;406,92
FR;2021-06-19-2021-06-25;[00-03);02;2153747,25;120,00;8707,00;5,57;1,38;404,27
FR;2021-06-20-2021-06-26;[00-03);02;2153747,25;116,00;8733,00;5,39;1,33;405,48
FR;2021-06-21-2021-06-27;[00-03);02;2153747,25;118,00;8718,00;5,48;1,35;404,78
FR;2021-06-22-2021-06-28;[00-03);02;2153747,25;110,00;8577,00;5,11;1,28;398,24
FR;2021-06-23-2021-06-29;[00-03);02;2153747,25;114,00;8539,00;5,29;1,34;396,47
FR;2021-06-24-2021-06-30;[00-03);02;2153747,25;113,00;8572,00;5,25;1,32;398,00
FR;2021-06-25-2021-07-01;[00-03);02;2153747,25;111,00;8530,00;5,15;1,30;396,05
FR;2021-06-26-2021-07-02;[00-03);02;2153747,25;114,00;8574,00;5,29;1,33;398,10
FR;2021-06-27-2021-07-03;[00-03);02;2153747,25;122,00;8647,00;5,66;1,41;401,49
FR;2021-06-28-2021-07-04;[00-03);02;2153747,25;127,00;8674,00;5,90;1,46;402,74
FR;2021-06-29-2021-07-05;[00-03);02;2153747,25;139,00;8730,00;6,45;1,59;405,34
FR;2021-06-30-2021-07-06;[00-03);02;2153747,25;136,00;8835,00;6,31;1,54;410,22
FR;2021-07-01-2021-07-07;[00-03);02;2153747,25;138,00;8943,00;6,41;1,54;415,23
FR;2021-07-02-2021-07-08;[00-03);02;2153747,25;150,00;9031,00;6,96;1,66;419,32
FR;2021-07-03-2021-07-09;[00-03);02;2153747,25;161,00;9088,00;7,48;1,77;421,96
FR;2021-07-04-2021-07-10;[00-03);02;2153747,25;164,00;9195,00;7,61;1,78;426,93
FR;2021-07-05-2021-07-11;[00-03);02;2153747,25;165,00;9274,00;7,66;1,78;430,60
FR;2021-07-06-2021-07-12;[00-03);02;2153747,25;183,00;9256,00;8,50;1,98;429,76
FR;2021-07-07-2021-07-13;[00-03);02;2153747,25;215,00;9401,00;9,98;2,29;436,50
FR;2021-07-08-2021-07-14;[00-03);02;2153747,25;213,00;8763,00;9,89;2,43;406,87
FR;2021-07-09-2021-07-15;[00-03);02;2153747,25;234,00;8949,00;10,86;2,61;415,51
FR;2021-07-10-2021-07-16;[00-03);02;2153747,25;265,00;9008,00;12,30;2,94;418,25
FR;2021-07-11-2021-07-17;[00-03);02;2153747,25;292,00;9101,00;13,56;3,21;422,57
FR;2021-07-12-2021-07-18;[00-03);02;2153747,25;310,00;9135,00;14,39;3,39;424,14
FR;2021-07-13-2021-07-19;[00-03);02;2153747,25;358,00;9360,00;16,62;3,82;434,59
FR;2021-07-14-2021-07-20;[00-03);02;2153747,25;390,00;9448,00;18,11;4,13;438,68
FR;2021-07-15-2021-07-21;[00-03);02;2153747,25;478,00;10506,00;22,19;4,55;487,80
FR;2021-07-16-2021-07-22;[00-03);02;2153747,25;549,00;10639,00;25,49;5,16;493,98
FR;2021-07-17-2021-07-23;[00-03);02;2153747,25;602,00;11109,00;27,95;5,42;515,80
FR;2021-07-18-2021-07-24;[00-03);02;2153747,25;657,00;11579,00;30,50;5,67;537,62
FR;2021-07-19-2021-07-25;[00-03);02;2153747,25;682,00;11723,00;31,67;5,82;544,31
FR;2021-07-20-2021-07-26;[00-03);02;2153747,25;780,00;12334,00;36,22;6,32;572,68
FR;2021-07-21-2021-07-27;[00-03);02;2153747,25;891,00;12651,00;41,37;7,04;587,39
FR;2021-07-22-2021-07-28;[00-03);02;2153747,25;925,00;12853,00;42,95;7,20;596,77
FR;2021-07-23-2021-07-29;[00-03);02;2153747,25;970,00;13055,00;45,04;7,43;606,15
FR;2021-07-24-2021-07-30;[00-03);02;2153747,25;1043,00;13244,00;48,43;7,88;614,93
FR;2021-07-25-2021-07-31;[00-03);02;2153747,25;1048,00;13169,00;48,66;7,96;611,45
FR;2021-07-26-2021-08-01;[00-03);02;2153747,25;1064,00;13231,00;49,40;8,04;614,32
FR;2021-07-27-2021-08-02;[00-03);02;2153747,25;1108,00;12961,00;51,45;8,55;601,79
FR;2021-07-28-2021-08-03;[00-03);02;2153747,25;1106,00;12759,00;51,35;8,67;592,41
FR;2021-07-29-2021-08-04;[00-03);02;2153747,25;1137,00;12490,00;52,79;9,10;579,92
FR;2021-07-30-2021-08-05;[00-03);02;2153747,25;1163,00;12283,00;54,00;9,47;570,31
FR;2021-07-31-2021-08-06;[00-03);02;2153747,25;1196,00;12125,00;55,53;9,86;562,97
FR;2021-08-01-2021-08-07;[00-03);02;2153747,25;1228,00;11949,00;57,02;10,28;554,80
FR;2021-08-02-2021-08-08;[00-03);02;2153747,25;1238,00;11877,00;57,48;10,42;551,46
FR;2021-08-03-2021-08-09;[00-03);02;2153747,25;1287,00;11808,00;59,76;10,90;548,25
FR;2021-08-04-2021-08-10;[00-03);02;2153747,25;1336,00;11854,00;62,03;11,27;550,39
FR;2021-08-05-2021-08-11;[00-03);02;2153747,25;1386,00;11904,00;64,35;11,64;552,71
FR;2021-08-06-2021-08-12;[00-03);02;2153747,25;1395,00;12071,00;64,77;11,56;560,47
FR;2021-08-07-2021-08-13;[00-03);02;2153747,25;1404,00;12125,00;65,19;11,58;562,97
FR;2021-08-08-2021-08-14;[00-03);02;2153747,25;1449,00;12416,00;67,28;11,67;576,48
FR;2021-08-09-2021-08-15;[00-03);02;2153747,25;1455,00;12485,00;67,56;11,65;579,69
FR;2021-08-10-2021-08-16;[00-03);02;2153747,25;1467,00;12669,00;68,11;11,58;588,23
FR;2021-08-11-2021-08-17;[00-03);02;2153747,25;1495,00;12879,00;69,41;11,61;597,98
FR;2021-08-12-2021-08-18;[00-03);02;2153747,25;1527,00;13068,00;70,90;11,69;606,76
FR;2021-08-13-2021-08-19;[00-03);02;2153747,25;1541,00;13203,00;71,55;11,67;613,02
FR;2021-08-14-2021-08-20;[00-03);02;2153747,25;1555,00;13267,00;72,20;11,72;616,00
FR;2021-08-15-2021-08-21;[00-03);02;2153747,25;1576,00;13304,00;73,17;11,85;617,71
FR;2021-08-16-2021-08-22;[00-03);02;2153747,25;1569,00;13181,00;72,85;11,90;612,00
FR;2021-08-17-2021-08-23;[00-03);02;2153747,25;1571,00;13270,00;72,94;11,84;616,14
FR;2021-08-18-2021-08-24;[00-03);02;2153747,25;1559,00;13005,00;72,39;11,99;603,83
FR;2021-08-19-2021-08-25;[00-03);02;2153747,25;1570,00;12989,00;72,90;12,09;603,09
FR;2021-08-20-2021-08-26;[00-03);02;2153747,25;1586,00;12920,00;73,64;12,28;599,88
FR;2021-08-21-2021-08-27;[00-03);02;2153747,25;1589,00;13015,00;73,78;12,21;604,30
FR;2021-08-22-2021-08-28;[00-03);02;2153747,25;1523,00;12890,00;70,71;11,82;598,49
FR;2021-08-23-2021-08-29;[00-03);02;2153747,25;1497,00;12929,00;69,51;11,58;600,30
FR;2021-08-24-2021-08-30;[00-03);02;2153747,25;1503,00;12921,00;69,79;11,63;599,93
FR;2021-08-25-2021-08-31;[00-03);02;2153747,25;1521,00;13254,00;70,62;11,48;615,39
FR;2021-08-26-2021-09-01;[00-03);02;2153747,25;1474,00;13481,00;68,44;10,93;625,93
FR;2021-08-27-2021-09-02;[00-03);02;2153747,25;1470,00;13510,00;68,25;10,88;627,28
FR;2021-08-28-2021-09-03;[00-03);02;2153747,25;1425,00;13348,00;66,16;10,68;619,76
FR;2021-08-29-2021-09-04;[00-03);02;2153747,25;1439,00;13343,00;66,81;10,78;619,52
FR;2021-08-30-2021-09-05;[00-03);02;2153747,25;1456,00;13371,00;67,60;10,89;620,82
FR;2021-08-31-2021-09-06;[00-03);02;2153747,25;1427,00;13478,00;66,26;10,59;625,79
FR;2021-09-01-2021-09-07;[00-03);02;2153747,25;1367,00;13748,00;63,47;9,94;638,33
FR;2021-09-02-2021-09-08;[00-03);02;2153747,25;1330,00;14139,00;61,75;9,41;656,48
FR;2021-09-03-2021-09-09;[00-03);02;2153747,25;1293,00;15100,00;60,03;8,56;701,10
FR;2021-09-04-2021-09-10;[00-03);02;2153747,25;1254,00;16023,00;58,22;7,83;743,96
FR;2021-09-05-2021-09-11;[00-03);02;2153747,25;1229,00;16471,00;57,06;7,46;764,76
FR;2021-09-06-2021-09-12;[00-03);02;2153747,25;1208,00;16564,00;56,09;7,29;769,08
FR;2021-09-07-2021-09-13;[00-03);02;2153747,25;1138,00;17333,00;52,84;6,57;804,78
FR;2021-09-08-2021-09-14;[00-03);02;2153747,25;1081,00;18165,00;50,19;5,95;843,41
FR;2021-09-09-2021-09-15;[00-03);02;2153747,25;1033,00;18539,00;47,96;5,57;860,78
FR;2021-09-10-2021-09-16;[00-03);02;2153747,25;949,00;18740,00;44,06;5,06;870,11
FR;2021-09-11-2021-09-17;[00-03);02;2153747,25;931,00;19178,00;43,23;4,85;890,45
FR;2021-09-12-2021-09-18;[00-03);02;2153747,25;866,00;19110,00;40,21;4,53;887,29
FR;2021-09-13-2021-09-19;[00-03);02;2153747,25;861,00;19142,00;39,98;4,50;888,78
FR;2021-09-14-2021-09-20;[00-03);02;2153747,25;792,00;19049,00;36,77;4,16;884,46
FR;2021-09-15-2021-09-21;[00-03);02;2153747,25;780,00;19074,00;36,22;4,09;885,62
FR;2021-09-16-2021-09-22;[00-03);02;2153747,25;733,00;18532,00;34,03;3,96;860,45
FR;2021-09-17-2021-09-23;[00-03);02;2153747,25;709,00;18466,00;32,92;3,84;857,39
FR;2021-09-18-2021-09-24;[00-03);02;2153747,25;665,00;18030,00;30,88;3,69;837,15
FR;2021-09-19-2021-09-25;[00-03);02;2153747,25;645,00;17767,00;29,95;3,63;824,93
FR;2021-09-20-2021-09-26;[00-03);02;2153747,25;618,00;17741,00;28,69;3,48;823,73
FR;2021-09-21-2021-09-27;[00-03);02;2153747,25;577,00;17490,00;26,79;3,30;812,07
FR;2021-09-22-2021-09-28;[00-03);02;2153747,25;507,00;17226,00;23,54;2,94;799,82
FR;2021-09-23-2021-09-29;[00-03);02;2153747,25;481,00;17028,00;22,33;2,82;790,62
FR;2021-09-24-2021-09-30;[00-03);02;2153747,25;458,00;16931,00;21,27;2,71;786,12
FR;2021-09-25-2021-10-01;[00-03);02;2153747,25;432,00;16786,00;20,06;2,57;779,39
FR;2021-09-26-2021-10-02;[00-03);02;2153747,25;429,00;16718,00;19,92;2,57;776,23
FR;2021-09-27-2021-10-03;[00-03);02;2153747,25;439,00;16777,00;20,38;2,62;778,97
FR;2021-09-28-2021-10-04;[00-03);02;2153747,25;411,00;16543,00;19,08;2,48;768,10
FR;2021-09-29-2021-10-05;[00-03);02;2153747,25;393,00;16300,00;18,25;2,41;756,82
FR;2021-09-30-2021-10-06;[00-03);02;2153747,25;380,00;16083,00;17,64;2,36;746,74
FR;2021-10-01-2021-10-07;[00-03);02;2153747,25;359,00;15901,00;16,67;2,26;738,29
FR;2021-10-02-2021-10-08;[00-03);02;2153747,25;342,00;15692,00;15,88;2,18;728,59
FR;2021-10-03-2021-10-09;[00-03);02;2153747,25;334,00;15585,00;15,51;2,14;723,62
FR;2021-10-04-2021-10-10;[00-03);02;2153747,25;320,00;15482,00;14,86;2,07;718,84
FR;2021-10-05-2021-10-11;[00-03);02;2153747,25;327,00;15128,00;15,18;2,16;702,40
FR;2021-10-06-2021-10-12;[00-03);02;2153747,25;367,00;15354,00;17,04;2,39;712,90
FR;2021-10-07-2021-10-13;[00-03);02;2153747,25;387,00;15479,00;17,97;2,50;718,70
FR;2021-10-08-2021-10-14;[00-03);02;2153747,25;407,00;15916,00;18,90;2,56;738,99
FR;2021-10-09-2021-10-15;[00-03);02;2153747,25;417,00;15831,00;19,36;2,63;735,04
FR;2021-10-10-2021-10-16;[00-03);02;2153747,25;413,00;15694,00;19,18;2,63;728,68
FR;2021-10-11-2021-10-17;[00-03);02;2153747,25;423,00;15696,00;19,64;2,69;728,78
FR;2021-10-12-2021-10-18;[00-03);02;2153747,25;425,00;15728,00;19,73;2,70;730,26
FR;2021-10-13-2021-10-19;[00-03);02;2153747,25;405,00;15654,00;18,80;2,59;726,83
FR;2021-10-14-2021-10-20;[00-03);02;2153747,25;416,00;15681,00;19,32;2,65;728,08
FR;2021-10-15-2021-10-21;[00-03);02;2153747,25;400,00;15322,00;18,57;2,61;711,41
FR;2021-10-16-2021-10-22;[00-03);02;2153747,25;394,00;15017,00;18,29;2,62;697,25
FR;2021-10-17-2021-10-23;[00-03);02;2153747,25;429,00;15060,00;19,92;2,85;699,25
FR;2021-10-18-2021-10-24;[00-03);02;2153747,25;428,00;15014,00;19,87;2,85;697,11
FR;2021-10-19-2021-10-25;[00-03);02;2153747,25;433,00;14150,00;20,10;3,06;656,99
FR;2021-10-20-2021-10-26;[00-03);02;2153747,25;423,00;13107,00;19,64;3,23;608,57
FR;2021-10-21-2021-10-27;[00-03);02;2153747,25;405,00;12940,00;18,80;3,13;600,81
FR;2021-10-22-2021-10-28;[00-03);02;2153747,25;413,00;12104,00;19,18;3,41;562,00
FR;2021-10-23-2021-10-29;[00-03);02;2153747,25;420,00;11460,00;19,50;3,66;532,10
FR;2021-10-24-2021-10-30;[00-03);02;2153747,25;401,00;11411,00;18,62;3,51;529,82
FR;2021-10-25-2021-10-31;[00-03);02;2153747,25;401,00;11557,00;18,62;3,47;536,60
FR;2021-10-26-2021-11-01;[00-03);02;2153747,25;345,00;10634,00;16,02;3,24;493,74
FR;2021-10-27-2021-11-02;[00-03);02;2153747,25;382,00;10829,00;17,74;3,53;502,80
FR;2021-10-28-2021-11-03;[00-03);02;2153747,25;411,00;10772,00;19,08;3,82;500,15
FR;2021-10-29-2021-11-04;[00-03);02;2153747,25;440,00;10751,00;20,43;4,09;499,18
FR;2021-10-30-2021-11-05;[00-03);02;2153747,25;489,00;10789,00;22,70;4,53;500,94
FR;2021-10-31-2021-11-06;[00-03);02;2153747,25;543,00;10910,00;25,21;4,98;506,56
FR;2021-11-01-2021-11-07;[00-03);02;2153747,25;550,00;10816,00;25,54;5,09;502,19
FR;2021-11-02-2021-11-08;[00-03);02;2153747,25;681,00;12147,00;31,62;5,61;563,99
FR;2021-11-03-2021-11-09;[00-03);02;2153747,25;708,00;12559,00;32,87;5,64;583,12
FR;2021-11-04-2021-11-10;[00-03);02;2153747,25;773,00;12868,00;35,89;6,01;597,47
FR;2021-11-05-2021-11-11;[00-03);02;2153747,25;738,00;12225,00;34,27;6,04;567,62
FR;2021-11-06-2021-11-12;[00-03);02;2153747,25;827,00;13413,00;38,40;6,17;622,78
FR;2021-11-07-2021-11-13;[00-03);02;2153747,25;848,00;13596,00;39,37;6,24;631,27
FR;2021-11-08-2021-11-14;[00-03);02;2153747,25;864,00;13649,00;40,12;6,33;633,73
FR;2021-11-09-2021-11-15;[00-03);02;2153747,25;990,00;14754,00;45,97;6,71;685,04
FR;2021-11-10-2021-11-16;[00-03);02;2153747,25;1089,00;15946,00;50,56;6,83;740,38
FR;2021-11-11-2021-11-17;[00-03);02;2153747,25;1130,00;17128,00;52,47;6,60;795,27
FR;2021-11-12-2021-11-18;[00-03);02;2153747,25;1324,00;19960,00;61,47;6,63;926,76
FR;2021-11-13-2021-11-19;[00-03);02;2153747,25;1406,00;21077,00;65,28;6,67;978,62
FR;2021-11-14-2021-11-20;[00-03);02;2153747,25;1504,00;22213,00;69,83;6,77;1031,37
FR;2021-11-15-2021-11-21;[00-03);02;2153747,25;1525,00;22530,00;70,81;6,77;1046,08
FR;2021-11-16-2021-11-22;[00-03);02;2153747,25;1619,00;24459,00;75,17;6,62;1135,65
